#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321A1A159,,
#Date Time: 2021-04-06 15:43:00.687,,
#Sample rate: 4000Hz,,
#Samples: 8000,,
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 200 mV Hyst.: Auto HoldOff: 0 s,,
#Channel 2: Range: 500 mV/div Offset: -1 V,,
#Math 1: Function: -1*C1,,
,,
Time (s),Channel 2 (V),Math 1 (V)
0.711,1.011300831,-10.12554795
0.71125,1.007942259,-10.11882276
0.7115,1.011300831,-10.10873498
0.71175,1.011300831,-10.10537239
0.712,1.011300831,-10.09192202
0.71225,1.011300831,-10.08855942
0.7125,1.011300831,-10.07847164
0.71275,1.011300831,-10.06165867
0.713,1.011300831,-10.05157089
0.71325,1.011300831,-10.04148311
0.7135,1.011300831,-10.02130755
0.71375,1.004583686,-10.00113199
0.714,1.007942259,-9.994406803
0.71425,1.007942259,-9.987681616
0.7145,1.011300831,-9.970868649
0.71475,1.018017977,-9.970868649
0.715,1.021376549,-9.970868649
0.71525,1.024735122,-9.964143462
0.7155,1.028093694,-9.967506055
0.71575,1.028093694,-9.980956429
0.716,1.031452267,-10.00785718
0.71625,1.031452267,-10.01458236
0.7165,1.034810839,-10.02130755
0.71675,1.034810839,-10.00785718
0.717,1.034810839,-9.994406803
0.71725,1.038169412,-9.987681616
0.7175,1.041527984,-9.950693088
0.71775,1.041527984,-9.93388012
0.718,1.041527984,-9.900254185
0.71825,1.038169412,-9.826277127
0.7185,1.038169412,-9.802738973
0.71875,1.038169412,-9.789288599
0.719,1.038169412,-9.748937476
0.71925,1.038169412,-9.725399322
0.7195,1.038169412,-9.711948948
0.71975,1.038169412,-9.701861167
0.72,1.038169412,-9.688410793
0.72025,1.038169412,-9.674960419
0.7205,1.038169412,-9.664872638
0.72075,1.038169412,-9.654784858
0.721,1.038169412,-9.641334484
0.72125,1.038169412,-9.63797189
0.7215,1.034810839,-9.621158923
0.72175,1.034810839,-9.617796329
0.722,1.034810839,-9.577445207
0.72225,1.034810839,-9.557269646
0.7225,1.038169412,-9.540456678
0.72275,1.038169412,-9.537094085
0.723,1.031452267,-9.520281117
0.72325,1.028093694,-9.496742962
0.7235,1.028093694,-9.483292588
0.72375,1.028093694,-9.486655182
0.724,1.028093694,-9.490017775
0.72425,1.028093694,-9.500105556
0.7245,1.028093694,-9.510193336
0.72475,1.028093694,-9.493380369
0.725,1.028093694,-9.479929995
0.72525,1.028093694,-9.453029247
0.7255,1.024735122,-9.432853685
0.72575,1.021376549,-9.416040718
0.726,1.021376549,-9.392502563
0.72625,1.021376549,-9.362239221
0.7265,1.014659404,-9.318525506
0.72675,1.011300831,-9.278174383
0.727,1.011300831,-9.261361416
0.72725,1.011300831,-9.241185855
0.7275,1.011300831,-9.241185855
0.72775,1.011300831,-9.227735481
0.728,1.011300831,-9.214285107
0.72825,1.011300831,-9.197472139
0.7285,1.011300831,-9.16048361
0.72875,1.011300831,-9.147033236
0.729,1.011300831,-9.133582862
0.72925,1.011300831,-9.123495081
0.7295,1.011300831,-9.120132488
0.72975,1.011300831,-9.110044707
0.73,1.011300831,-9.09323174
0.73025,1.011300831,-9.076418772
0.7305,1.007942259,-9.056243211
0.73075,1.007942259,-9.039430243
0.731,1.007942259,-9.025979869
0.73125,1.011300831,-9.025979869
0.7315,1.018017977,-9.025979869
0.73175,1.024735122,-9.025979869
0.732,1.028093694,-9.025979869
0.73225,1.028093694,-9.039430243
0.7325,1.028093694,-9.042792837
0.73275,1.031452267,-9.059605805
0.733,1.031452267,-9.059605805
0.73325,1.034810839,-9.049518024
0.7335,1.034810839,-9.039430243
0.73375,1.034810839,-9.042792837
0.734,1.038169412,-9.042792837
0.73425,1.038169412,-9.032705056
0.7345,1.041527984,-9.015892089
0.73475,1.041527984,-8.958727999
0.735,1.038169412,-8.891476129
0.73525,1.038169412,-8.861212787
0.7355,1.038169412,-8.841037226
0.73575,1.038169412,-8.830949445
0.736,1.038169412,-8.810773884
0.73625,1.038169412,-8.800686103
0.7365,1.038169412,-8.790598323
0.73675,1.038169412,-8.777147949
0.737,1.038169412,-8.756972388
0.73725,1.038169412,-8.746884607
0.7375,1.038169412,-8.733434233
0.73775,1.034810839,-8.723346452
0.738,1.034810839,-8.713258672
0.73825,1.034810839,-8.696445704
0.7385,1.034810839,-8.68299533
0.73875,1.034810839,-8.669544956
0.739,1.034810839,-8.662819769
0.73925,1.038169412,-8.646006801
0.7395,1.034810839,-8.632556427
0.73975,1.028093694,-8.609018273
0.74,1.028093694,-8.588842712
0.74025,1.028093694,-8.592205305
0.7405,1.028093694,-8.598930492
0.74075,1.028093694,-8.602293086
0.741,1.028093694,-8.612380866
0.74125,1.028093694,-8.612380866
0.7415,1.028093694,-8.595567899
0.74175,1.028093694,-8.575392338
0.742,1.028093694,-8.561941963
0.74225,1.024735122,-8.541766402
0.7425,1.021376549,-8.531678622
0.74275,1.021376549,-8.518228248
0.743,1.018017977,-8.474514532
0.74325,1.011300831,-8.400537474
0.7435,1.011300831,-8.370274133
0.74375,1.011300831,-8.356823759
0.744,1.011300831,-8.346735978
0.74425,1.011300831,-8.333285604
0.7445,1.011300831,-8.316472636
0.74475,1.011300831,-8.299659669
0.745,1.011300831,-8.292934482
0.74525,1.011300831,-8.276121514
0.7455,1.011300831,-8.269396327
0.74575,1.011300831,-8.259308547
0.746,1.011300831,-8.242495579
0.74625,1.011300831,-8.229045205
0.7465,1.011300831,-8.215594831
0.74675,1.011300831,-8.20550705
0.747,1.004583686,-8.185331489
0.74725,1.004583686,-8.171881115
0.7475,1.011300831,-8.161793334
0.74775,1.007942259,-8.141617773
0.748,1.014659404,-8.141617773
0.74825,1.021376549,-8.141617773
0.7485,1.024735122,-8.141617773
0.74875,1.028093694,-8.141617773
0.749,1.028093694,-8.144980367
0.74925,1.028093694,-8.158430741
0.7495,1.031452267,-8.168518521
0.74975,1.031452267,-8.168518521
0.75,1.031452267,-8.158430741
0.75025,1.031452267,-8.144980367
0.7505,1.034810839,-8.141617773
0.75075,1.038169412,-8.141617773
0.751,1.041527984,-8.124804806
0.75125,1.041527984,-8.097904058
0.7515,1.041527984,-8.034014781
0.75175,1.038169412,-7.976850691
0.752,1.038169412,-7.970125504
0.75225,1.038169412,-7.949949943
0.7525,1.038169412,-7.939862162
0.75275,1.038169412,-7.926411788
0.753,1.038169412,-7.912961414
0.75325,1.038169412,-7.892785853
0.7535,1.038169412,-7.879335479
0.75375,1.038169412,-7.865885105
0.754,1.038169412,-7.852434731
0.75425,1.038169412,-7.838984356
0.7545,1.034810839,-7.822171389
0.75475,1.034810839,-7.805358421
0.755,1.034810839,-7.788545454
0.75525,1.034810839,-7.771732486
0.7555,1.034810839,-7.758282112
0.75575,1.034810839,-7.751556925
0.756,1.038169412,-7.738106551
0.75625,1.034810839,-7.71793099
0.7565,1.028093694,-7.687667648
0.75675,1.028093694,-7.680942461
0.757,1.028093694,-7.677579867
0.75725,1.028093694,-7.684305054
0.7575,1.028093694,-7.691030242
0.75775,1.028093694,-7.694392835
0.758,1.028093694,-7.691030242
0.75825,1.028093694,-7.67085468
0.7585,1.028093694,-7.657404306
0.75875,1.024735122,-7.647316526
0.759,1.021376549,-7.633866152
0.75925,1.024735122,-7.623778371
0.7595,1.018017977,-7.600240216
0.75975,1.014659404,-7.539713533
0.76,1.011300831,-7.469099069
0.76025,1.011300831,-7.452286102
0.7605,1.011300831,-7.442198321
0.76075,1.011300831,-7.425385353
0.761,1.011300831,-7.415297573
0.76125,1.011300831,-7.401847199
0.7615,1.011300831,-7.391759418
0.76175,1.011300831,-7.374946451
0.762,1.007942259,-7.358133483
0.76225,1.011300831,-7.344683109
0.7625,1.007942259,-7.327870141
0.76275,1.011300831,-7.311057174
0.763,1.011300831,-7.2976068
0.76325,1.011300831,-7.284156425
0.7635,1.007942259,-7.263980864
0.76375,1.004583686,-7.25053049
0.764,1.007942259,-7.24044271
0.76425,1.011300831,-7.230354929
0.7645,1.011300831,-7.220267149
0.76475,1.018017977,-7.216904555
0.765,1.024735122,-7.210179368
0.76525,1.024735122,-7.206816774
0.7655,1.028093694,-7.210179368
0.76575,1.028093694,-7.220267149
0.766,1.031452267,-7.233717523
0.76625,1.031452267,-7.243805303
0.7665,1.031452267,-7.237080116
0.76675,1.034810839,-7.223629742
0.767,1.034810839,-7.210179368
0.76725,1.038169412,-7.203454181
0.7675,1.041527984,-7.200091587
0.76775,1.041527984,-7.186641213
0.768,1.041527984,-7.149652685
0.76825,1.038169412,-7.072313034
0.7685,1.034810839,-7.035324505
0.76875,1.038169412,-7.025236724
0.769,1.038169412,-7.01178635
0.76925,1.038169412,-6.994973383
0.7695,1.038169412,-6.978160415
0.76975,1.038169412,-6.964710041
0.77,1.038169412,-6.951259667
0.77025,1.038169412,-6.934446699
0.7705,1.038169412,-6.924358919
0.77075,1.038169412,-6.910908545
0.771,1.034810839,-6.897458171
0.77125,1.034810839,-6.880645203
0.7715,1.034810839,-6.867194829
0.77175,1.034810839,-6.857107048
0.772,1.031452267,-6.840294081
0.77225,1.031452267,-6.823481113
0.7725,1.034810839,-6.810030739
0.77275,1.034810839,-6.789855178
0.773,1.031452267,-6.769679617
0.77325,1.028093694,-6.756229243
0.7735,1.028093694,-6.749504056
0.77375,1.024735122,-6.749504056
0.774,1.028093694,-6.756229243
0.77425,1.028093694,-6.76295443
0.7745,1.028093694,-6.769679617
0.77475,1.028093694,-6.759591836
0.775,1.028093694,-6.739416275
0.77525,1.028093694,-6.722603307
0.7755,1.024735122,-6.712515527
0.77575,1.021376549,-6.699065153
0.776,1.021376549,-6.685614779
0.77625,1.018017977,-6.658714031
0.7765,1.014659404,-6.584736973
0.77675,1.011300831,-6.530935477
0.777,1.007942259,-6.510759916
0.77725,1.007942259,-6.497309542
0.7775,1.007942259,-6.487221761
0.77775,1.007942259,-6.473771387
0.778,1.007942259,-6.453595826
0.77825,1.007942259,-6.440145452
0.7785,1.007942259,-6.423332484
0.77875,1.007942259,-6.406519516
0.779,1.007942259,-6.389706549
0.77925,1.011300831,-6.376256175
0.7795,1.011300831,-6.362805801
0.77975,1.011300831,-6.35271802
0.78,1.011300831,-6.339267646
0.78025,1.007942259,-6.322454678
0.7805,1.007942259,-6.309004304
0.78075,1.007942259,-6.298916524
0.781,1.007942259,-6.278740963
0.78125,1.011300831,-6.265290589
0.7815,1.018017977,-6.261927995
0.78175,1.024735122,-6.258565402
0.782,1.024735122,-6.261927995
0.78225,1.028093694,-6.268653182
0.7825,1.028093694,-6.282103556
0.78275,1.031452267,-6.29555393
0.783,1.031452267,-6.305641711
0.78325,1.031452267,-6.29555393
0.7835,1.031452267,-6.272015776
0.78375,1.034810839,-6.258565402
0.784,1.038169412,-6.248477621
0.78425,1.041527984,-6.23838984
0.7845,1.041527984,-6.22830206
0.78475,1.038169412,-6.174500564
0.785,1.034810839,-6.1038861
0.78525,1.038169412,-6.083710538
0.7855,1.034810839,-6.070260164
0.78575,1.038169412,-6.053447197
0.786,1.038169412,-6.036634229
0.78625,1.038169412,-6.019821262
0.7865,1.038169412,-6.006370887
0.78675,1.038169412,-5.992920513
0.787,1.038169412,-5.979470139
0.78725,1.038169412,-5.966019765
0.7875,1.038169412,-5.949206798
0.78775,1.034810839,-5.935756424
0.788,1.034810839,-5.925668643
0.78825,1.034810839,-5.908855675
0.7885,1.034810839,-5.895405301
0.78875,1.034810839,-5.881954927
0.789,1.034810839,-5.871867147
0.78925,1.038169412,-5.858416773
0.7895,1.038169412,-5.838241211
0.78975,1.031452267,-5.814703057
0.79,1.028093694,-5.797890089
0.79025,1.028093694,-5.797890089
0.7905,1.028093694,-5.797890089
0.79075,1.028093694,-5.80797787
0.791,1.028093694,-5.814703057
0.79125,1.028093694,-5.814703057
0.7915,1.028093694,-5.794527496
0.79175,1.028093694,-5.777714528
0.792,1.028093694,-5.767626747
0.79225,1.024735122,-5.754176373
0.7925,1.024735122,-5.740725999
0.79275,1.021376549,-5.720550438
0.793,1.018017977,-5.676836722
0.79325,1.011300831,-5.596134478
0.7935,1.011300831,-5.562508543
0.79375,1.011300831,-5.545695575
0.794,1.011300831,-5.528882608
0.79425,1.011300831,-5.51206964
0.7945,1.011300831,-5.495256672
0.79475,1.011300831,-5.481806298
0.795,1.007942259,-5.468355924
0.79525,1.011300831,-5.451542957
0.7955,1.011300831,-5.438092582
0.79575,1.011300831,-5.428004802
0.796,1.011300831,-5.414554428
0.79625,1.011300831,-5.401104054
0.7965,1.011300831,-5.38765368
0.79675,1.011300831,-5.374203306
0.797,1.004583686,-5.350665151
0.79725,1.004583686,-5.337214777
0.7975,1.011300831,-5.33048959
0.79775,1.007942259,-5.317039216
0.798,1.014659404,-5.310314029
0.79825,1.021376549,-5.306951435
0.7985,1.024735122,-5.310314029
0.79875,1.024735122,-5.313676622
0.799,1.028093694,-5.323764403
0.79925,1.028093694,-5.33048959
0.7995,1.031452267,-5.333852183
0.79975,1.031452267,-5.323764403
0.8,1.031452267,-5.303588842
0.80025,1.031452267,-5.293501061
0.8005,1.034810839,-5.290138468
0.80075,1.038169412,-5.290138468
0.801,1.038169412,-5.276688093
0.80125,1.041527984,-5.256512532
0.8015,1.038169412,-5.192623255
0.80175,1.034810839,-5.132096572
0.802,1.034810839,-5.118646198
0.80225,1.038169412,-5.105195824
0.8025,1.038169412,-5.09174545
0.80275,1.038169412,-5.078295076
0.803,1.034810839,-5.061482108
0.80325,1.038169412,-5.048031734
0.8035,1.038169412,-5.031218766
0.80375,1.038169412,-5.017768392
0.804,1.038169412,-5.004318018
0.80425,1.034810839,-4.990867644
0.8045,1.034810839,-4.97741727
0.80475,1.034810839,-4.960604302
0.805,1.034810839,-4.947153928
0.80525,1.034810839,-4.933703554
0.8055,1.034810839,-4.913527993
0.80575,1.038169412,-4.903440213
0.806,1.038169412,-4.886627245
0.80625,1.034810839,-4.869814277
0.8065,1.028093694,-4.85300131
0.80675,1.028093694,-4.842913529
0.807,1.028093694,-4.839550936
0.80725,1.028093694,-4.839550936
0.8075,1.028093694,-4.846276123
0.80775,1.028093694,-4.85300131
0.808,1.028093694,-4.842913529
0.80825,1.028093694,-4.829463155
0.8085,1.028093694,-4.809287594
0.80875,1.028093694,-4.79583722
0.809,1.021376549,-4.779024252
0.80925,1.024735122,-4.772299065
0.8095,1.021376549,-4.752123504
0.80975,1.018017977,-4.694959414
0.81,1.011300831,-4.62434495
0.81025,1.011300831,-4.607531983
0.8105,1.011300831,-4.594081609
0.81075,1.011300831,-4.580631235
0.811,1.011300831,-4.570543454
0.81125,1.011300831,-4.55709308
0.8115,1.011300831,-4.543642706
0.81175,1.011300831,-4.526829738
0.812,1.011300831,-4.513379364
0.81225,1.011300831,-4.49992899
0.8125,1.011300831,-4.486478616
0.81275,1.011300831,-4.476390835
0.813,1.011300831,-4.459577868
0.81325,1.014659404,-4.446127494
0.8135,1.007942259,-4.425951933
0.81375,1.007942259,-4.409138965
0.814,1.007942259,-4.395688591
0.81425,1.007942259,-4.38560081
0.8145,1.007942259,-4.368787843
0.81475,1.018017977,-4.368787843
0.815,1.024735122,-4.368787843
0.81525,1.024735122,-4.372150436
0.8155,1.028093694,-4.37551303
0.81575,1.028093694,-4.382238217
0.816,1.031452267,-4.392325997
0.81625,1.031452267,-4.399051184
0.8165,1.031452267,-4.388963404
0.81675,1.031452267,-4.37551303
0.817,1.034810839,-4.368787843
0.81725,1.038169412,-4.365425249
0.8175,1.041527984,-4.358700062
0.81775,1.041527984,-4.341887095
0.818,1.041527984,-4.308261159
0.81825,1.038169412,-4.234284102
0.8185,1.034810839,-4.197295573
0.81875,1.038169412,-4.187207793
0.819,1.038169412,-4.173757419
0.81925,1.038169412,-4.160307044
0.8195,1.038169412,-4.14685667
0.81975,1.038169412,-4.130043703
0.82,1.038169412,-4.119955922
0.82025,1.038169412,-4.103142955
0.8205,1.038169412,-4.086329987
0.82075,1.038169412,-4.076242206
0.821,1.034810839,-4.059429239
0.82125,1.034810839,-4.042616271
0.8215,1.034810839,-4.029165897
0.82175,1.034810839,-4.015715523
0.822,1.034810839,-3.998902555
0.82225,1.034810839,-3.985452181
0.8225,1.038169412,-3.978726994
0.82275,1.038169412,-3.961914027
0.823,1.031452267,-3.941738466
0.82325,1.028093694,-3.924925498
0.8235,1.028093694,-3.921562904
0.82375,1.028093694,-3.924925498
0.824,1.028093694,-3.928288092
0.82425,1.028093694,-3.935013279
0.8245,1.028093694,-3.938375872
0.82475,1.028093694,-3.931650685
0.825,1.028093694,-3.90811253
0.82525,1.028093694,-3.894662156
0.8255,1.024735122,-3.881211782
0.82575,1.021376549,-3.864398815
0.826,1.021376549,-3.854311034
0.82625,1.018017977,-3.824047692
0.8265,1.014659404,-3.756795822
0.82675,1.011300831,-3.702994326
0.827,1.011300831,-3.686181358
0.82725,1.007942259,-3.672730984
0.8275,1.011300831,-3.65928061
0.82775,1.011300831,-3.642467642
0.828,1.011300831,-3.629017268
0.82825,1.011300831,-3.615566894
0.8285,1.011300831,-3.60211652
0.82875,1.011300831,-3.592028739
0.829,1.011300831,-3.578578365
0.82925,1.011300831,-3.565127991
0.8295,1.011300831,-3.551677617
0.82975,1.011300831,-3.538227243
0.83,1.011300831,-3.518051682
0.83025,1.007942259,-3.501238714
0.8305,1.004583686,-3.484425747
0.83075,1.007942259,-3.474337966
0.831,1.007942259,-3.460887592
0.83125,1.011300831,-3.450799812
0.8315,1.018017977,-3.447437218
0.83175,1.021376549,-3.447437218
0.832,1.024735122,-3.447437218
0.83225,1.024735122,-3.454162405
0.8325,1.028093694,-3.470975373
0.83275,1.031452267,-3.481063153
0.833,1.031452267,-3.48778834
0.83325,1.031452267,-3.47770056
0.8335,1.031452267,-3.460887592
0.83375,1.034810839,-3.450799812
0.834,1.038169412,-3.450799812
0.83425,1.038169412,-3.440712031
0.8345,1.041527984,-3.43062425
0.83475,1.038169412,-3.373460161
0.835,1.038169412,-3.309570884
0.83525,1.034810839,-3.289395323
0.8355,1.038169412,-3.279307542
0.83575,1.038169412,-3.265857168
0.836,1.038169412,-3.2490442
0.83625,1.038169412,-3.232231233
0.8365,1.038169412,-3.218780859
0.83675,1.038169412,-3.205330484
0.837,1.038169412,-3.19188011
0.83725,1.038169412,-3.178429736
0.8375,1.038169412,-3.164979362
0.83775,1.034810839,-3.151528988
0.838,1.034810839,-3.138078614
0.83825,1.034810839,-3.12462824
0.8385,1.034810839,-3.111177866
0.83875,1.034810839,-3.097727492
0.839,1.034810839,-3.087639711
0.83925,1.038169412,-3.080914524
0.8395,1.038169412,-3.064101557
0.83975,1.028093694,-3.040563402
0.84,1.028093694,-3.027113028
0.84025,1.028093694,-3.023750434
0.8405,1.028093694,-3.023750434
0.84075,1.028093694,-3.030475621
0.841,1.028093694,-3.037200808
0.84125,1.028093694,-3.037200808
0.8415,1.028093694,-3.027113028
0.84175,1.028093694,-3.013662654
0.842,1.028093694,-3.003574873
0.84225,1.024735122,-2.990124499
0.8425,1.024735122,-2.976674125
0.84275,1.021376549,-2.959861157
0.843,1.018017977,-2.916147442
0.84325,1.011300831,-2.838807791
0.8435,1.011300831,-2.808544449
0.84375,1.011300831,-2.795094075
0.844,1.007942259,-2.781643701
0.84425,1.007942259,-2.76146814
0.8445,1.007942259,-2.751380359
0.84475,1.007942259,-2.744655172
0.845,1.011300831,-2.731204798
0.84525,1.007942259,-2.721117017
0.8455,1.011300831,-2.707666643
0.84575,1.011300831,-2.694216269
0.846,1.011300831,-2.684128489
0.84625,1.011300831,-2.674040708
0.8465,1.011300831,-2.660590334
0.84675,1.011300831,-2.64713996
0.847,1.004583686,-2.623601805
0.84725,1.004583686,-2.613514025
0.8475,1.007942259,-2.606788838
0.84775,1.007942259,-2.58997587
0.848,1.014659404,-2.586613277
0.84825,1.021376549,-2.586613277
0.8485,1.024735122,-2.586613277
0.84875,1.028093694,-2.593338464
0.849,1.028093694,-2.600063651
0.84925,1.031452267,-2.613514025
0.8495,1.031452267,-2.623601805
0.84975,1.031452267,-2.620239212
0.85,1.031452267,-2.610151431
0.85025,1.031452267,-2.600063651
0.8505,1.034810839,-2.593338464
0.85075,1.038169412,-2.58997587
0.851,1.038169412,-2.576525496
0.85125,1.041527984,-2.556349935
0.8515,1.038169412,-2.489098065
0.85175,1.038169412,-2.431933975
0.852,1.038169412,-2.418483601
0.85225,1.038169412,-2.405033226
0.8525,1.038169412,-2.394945446
0.85275,1.038169412,-2.381495072
0.853,1.038169412,-2.368044698
0.85325,1.038169412,-2.357956917
0.8535,1.038169412,-2.344506543
0.85375,1.038169412,-2.327693576
0.854,1.038169412,-2.317605795
0.85425,1.038169412,-2.304155421
0.8545,1.038169412,-2.290705047
0.85475,1.038169412,-2.277254673
0.855,1.034810839,-2.263804299
0.85525,1.034810839,-2.246991331
0.8555,1.034810839,-2.233540957
0.85575,1.038169412,-2.22681577
0.856,1.038169412,-2.216727989
0.85625,1.034810839,-2.196552428
0.8565,1.028093694,-2.173014274
0.85675,1.028093694,-2.162926493
0.857,1.028093694,-2.162926493
0.85725,1.028093694,-2.16965168
0.8575,1.028093694,-2.176376867
0.85775,1.028093694,-2.183102054
0.858,1.031452267,-2.183102054
0.85825,1.031452267,-2.16965168
0.8585,1.028093694,-2.156201306
0.85875,1.028093694,-2.142750932
0.859,1.021376549,-2.125937964
0.85925,1.021376549,-2.115850184
0.8595,1.021376549,-2.095674623
0.85975,1.018017977,-2.038510533
0.86,1.011300831,-1.967896069
0.86025,1.011300831,-1.951083101
0.8605,1.011300831,-1.937632727
0.86075,1.011300831,-1.924182353
0.861,1.011300831,-1.910731979
0.86125,1.007942259,-1.897281605
0.8615,1.011300831,-1.883831231
0.86175,1.011300831,-1.87374345
0.862,1.011300831,-1.860293076
0.86225,1.011300831,-1.843480108
0.8625,1.011300831,-1.830029734
0.86275,1.011300831,-1.823304547
0.863,1.011300831,-1.809854173
0.86325,1.011300831,-1.796403799
0.8635,1.007942259,-1.779590832
0.86375,1.004583686,-1.75941527
0.864,1.007942259,-1.745964896
0.86425,1.007942259,-1.739239709
0.8645,1.007942259,-1.729151929
0.86475,1.018017977,-1.725789335
0.865,1.021376549,-1.719064148
0.86525,1.024735122,-1.719064148
0.8655,1.024735122,-1.725789335
0.86575,1.028093694,-1.732514522
0.866,1.028093694,-1.74932749
0.86625,1.031452267,-1.74932749
0.8665,1.031452267,-1.742602303
0.86675,1.031452267,-1.729151929
0.867,1.031452267,-1.719064148
0.86725,1.034810839,-1.715701555
0.8675,1.038169412,-1.708976368
0.86775,1.041527984,-1.695525994
0.868,1.038169412,-1.658537465
0.86825,1.038169412,-1.587923001
0.8685,1.034810839,-1.550934472
0.86875,1.038169412,-1.540846692
0.869,1.034810839,-1.524033724
0.86925,1.034810839,-1.513945943
0.8695,1.034810839,-1.500495569
0.86975,1.034810839,-1.487045195
0.87,1.034810839,-1.473594821
0.87025,1.034810839,-1.460144447
0.8705,1.034810839,-1.446694073
0.87075,1.038169412,-1.436606292
0.871,1.034810839,-1.419793325
0.87125,1.034810839,-1.409705544
0.8715,1.034810839,-1.39625517
0.87175,1.034810839,-1.382804796
0.872,1.034810839,-1.369354422
0.87225,1.031452267,-1.352541454
0.8725,1.038169412,-1.349178861
0.87275,1.038169412,-1.335728487
0.873,1.031452267,-1.315552926
0.87325,1.028093694,-1.298739958
0.8735,1.028093694,-1.292014771
0.87375,1.028093694,-1.292014771
0.874,1.028093694,-1.298739958
0.87425,1.028093694,-1.305465145
0.8745,1.028093694,-1.312190332
0.87475,1.028093694,-1.302102552
0.875,1.028093694,-1.288652178
0.87525,1.028093694,-1.275201803
0.8755,1.024735122,-1.265114023
0.87575,1.021376549,-1.251663649
0.876,1.021376549,-1.241575868
0.87625,1.018017977,-1.20458734
0.8765,1.014659404,-1.133972876
0.87675,1.011300831,-1.086896566
0.877,1.007942259,-1.073446192
0.87725,1.011300831,-1.063358412
0.8775,1.011300831,-1.049908038
0.87775,1.011300831,-1.036457663
0.878,1.011300831,-1.023007289
0.87825,1.007942259,-1.012919509
0.8785,1.011300831,-0.999469135
0.87875,1.011300831,-0.986018761
0.879,1.011300831,-0.972568387
0.87925,1.011300831,-0.962480606
0.8795,1.011300831,-0.949030232
0.87975,1.011300831,-0.938942451
0.88,1.011300831,-0.922129484
0.88025,1.004583686,-0.901953923
0.8805,1.004583686,-0.888503549
0.88075,1.007942259,-0.881778361
0.881,1.007942259,-0.868327987
0.88125,1.011300831,-0.864965394
0.8815,1.018017977,-0.864965394
0.88175,1.024735122,-0.858240207
0.882,1.024735122,-0.8616028
0.88225,1.028093694,-0.871690581
0.8825,1.028093694,-0.881778361
0.88275,1.031452267,-0.895228736
0.883,1.031452267,-0.898591329
0.88325,1.031452267,-0.891866142
0.8835,1.031452267,-0.878415768
0.88375,1.034810839,-0.864965394
0.884,1.038169412,-0.864965394
0.88425,1.038169412,-0.8616028
0.8845,1.041527984,-0.848152426
0.88475,1.038169412,-0.790988336
0.885,1.034810839,-0.717011279
0.88525,1.034810839,-0.700198311
0.8855,1.034810839,-0.686747937
0.88575,1.034810839,-0.676660157
0.886,1.034810839,-0.663209783
0.88625,1.034810839,-0.649759409
0.8865,1.038169412,-0.636309034
0.88675,1.034810839,-0.626221254
0.887,1.038169412,-0.61277088
0.88725,1.038169412,-0.599320506
0.8875,1.038169412,-0.585870132
0.88775,1.034810839,-0.569057164
0.888,1.034810839,-0.552244196
0.88825,1.034810839,-0.542156416
0.8885,1.034810839,-0.528706042
0.88875,1.034810839,-0.518618261
0.889,1.034810839,-0.508530481
0.88925,1.038169412,-0.495080107
0.8895,1.034810839,-0.481629732
0.88975,1.028093694,-0.458091578
0.89,1.028093694,-0.448003797
0.89025,1.028093694,-0.444641204
0.8905,1.028093694,-0.44127861
0.89075,1.028093694,-0.448003797
0.891,1.028093694,-0.458091578
0.89125,1.028093694,-0.454728984
0.8915,1.028093694,-0.44127861
0.89175,1.028093694,-0.424465643
0.892,1.024735122,-0.407652675
0.89225,1.021376549,-0.400927488
0.8925,1.021376549,-0.387477114
0.89275,1.018017977,-0.367301553
0.893,1.018017977,-0.323587837
0.89325,1.011300831,-0.252973373
0.8935,1.011300831,-0.222710031
0.89375,1.011300831,-0.205897064
0.894,1.011300831,-0.189084096
0.89425,1.011300831,-0.172271129
0.8945,1.007942259,-0.158820754
0.89475,1.007942259,-0.148732974
0.895,1.011300831,-0.1352826
0.89525,1.011300831,-0.125194819
0.8955,1.007942259,-0.111744445
0.89575,1.007942259,-0.098294071
0.896,1.011300831,-0.088206291
0.89625,1.011300831,-0.074755916
0.8965,1.011300831,-0.061305542
0.89675,1.011300831,-0.047855168
0.897,1.004583686,-0.027679607
0.89725,1.004583686,-0.014229233
0.8975,1.007942259,-0.004141453
0.89775,1.007942259,0.009308922
0.898,1.011300831,0.016034109
0.89825,1.021376549,0.016034109
0.8985,1.024735122,0.016034109
0.89875,1.024735122,0.009308922
0.899,1.024735122,-0.000778859
0.89925,1.028093694,-0.014229233
0.8995,1.031452267,-0.02095442
0.89975,1.031452267,-0.017591827
0.9,1.031452267,-0.004141453
0.90025,1.031452267,0.005946328
0.9005,1.034810839,0.016034109
0.90075,1.038169412,0.016034109
0.901,1.038169412,0.032847076
0.90125,1.041527984,0.053022637
0.9015,1.038169412,0.116911914
0.90175,1.034810839,0.177438598
0.902,1.034810839,0.197614159
0.90225,1.038169412,0.211064533
0.9025,1.038169412,0.214427126
0.90275,1.034810839,0.2278775
0.903,1.034810839,0.241327875
0.90325,1.034810839,0.254778249
0.9035,1.034810839,0.268228623
0.90375,1.034810839,0.278316403
0.904,1.038169412,0.291766777
0.90425,1.038169412,0.305217151
0.9045,1.034810839,0.315304932
0.90475,1.034810839,0.328755306
